iter	Passed	Remaining
1666	50822	37591
1667	50846	37555
1668	50869	37519
1669	50899	37489
1670	50925	37454
1671	50948	37419
1672	50971	37383
1673	51015	37362
1674	51075	37353
1675	51141	37349
1676	51183	37327
1677	51243	37317
1678	51302	37307
1679	51369	37303
1680	51423	37290
1681	51485	37282
1682	51508	37246
1683	51529	37208
1684	51552	37172
1685	51585	37143
1686	51609	37108
1687	51630	37070
1688	51653	37035
1689	51675	36998
1690	51698	36962
1691	51720	36925
1692	51743	36889
1693	51764	36852
1694	51794	36821
1695	51818	36786
1696	51841	36750
1697	51863	36713
1698	51887	36678
1699	51908	36641
1700	51929	36603
1701	51953	36568
1702	51978	36534
1703	52010	36505
1704	52033	36468
1705	52056	36433
1706	52077	36395
1707	52100	36360
1708	52123	36324
1709	52145	36288
1710	52168	36252
1711	52191	36217
1712	52220	36185
1713	52243	36150
1714	52266	36113
1715	52289	36078
1716	52312	36042
1717	52334	36006
1718	52357	35970
1719	52381	35936
1720	52404	35900
1721	52437	35871
1722	52459	35835
1723	52481	35799
1724	52504	35764
1725	52527	35728
1726	52548	35691
1727	52573	35657
1728	52595	35621
1729	52616	35584
1730	52646	35553
1731	52670	35518
1732	52692	35483
1733	52715	35447
1734	52738	35412
1735	52761	35376
1736	52782	35340
1737	52804	35304
1738	52827	35269
1739	52858	35239
1740	52883	35204
1741	52906	35169
1742	52928	35133
1743	52953	35099
1744	52975	35064
1745	52996	35027
1746	53019	34992
1747	53027	34947
1748	53050	34911
1749	53083	34883
1750	53105	34847
1751	53128	34812
1752	53151	34777
1753	53174	34742
1754	53197	34707
1755	53220	34672
1756	53243	34636
1757	53262	34599
1758	53291	34568
1759	53314	34533
1760	53337	34498
1761	53361	34463
1762	53382	34427
1763	53405	34392
1764	53427	34357
1765	53450	34322
1766	53473	34287
1767	53507	34259
1768	53524	34220
1769	53549	34186
1770	53571	34151
1771	53595	34117
1772	53618	34082
1773	53639	34046
1774	53662	34011
1775	53684	33976
1776	53717	33947
1777	53742	33913
1778	53764	33878
1779	53775	33836
1780	53799	33802
1781	53820	33766
1782	53843	33731
1783	53866	33696
1784	53889	33662
1785	53912	33627
1786	53935	33592
1787	53954	33555
1788	53976	33520
1789	53998	33484
1790	54021	33450
1791	54044	33415
1792	54064	33379
1793	54088	33345
1794	54115	33313
1795	54139	33279
1796	54162	33245
1797	54185	33210
1798	54206	33174
1799	54229	33140
1800	54250	33104
1801	54273	33070
1802	54295	33035
1803	54307	32994
1804	54339	32964
1805	54362	32930
1806	54385	32896
1807	54411	32863
1808	54434	32828
1809	54456	32794
1810	54479	32760
1811	54502	32725
1812	54525	32691
1813	54556	32661
1814	54570	32622
1815	54592	32587
1816	54614	32552
1817	54635	32516
1818	54658	32482
1819	54678	32446
1820	54699	32411
1821	54723	32377
1822	54746	32343
1823	54781	32316
1824	54802	32280
1825	54825	32247
1826	54849	32213
1827	54870	32178
1828	54895	32145
1829	54918	32110
1830	54941	32076
1831	54965	32043
1832	54997	32014
1833	55019	31979
1834	55042	31945
1835	55064	31911
1836	55083	31874
1837	55107	31841
1838	55128	31805
1839	55148	31770
1840	55173	31737
1841	55197	31704
1842	55222	31671
1843	55243	31636
1844	55265	31601
1845	55287	31566
1846	55311	31533
1847	55336	31500
1848	55359	31467
1849	55382	31433
1850	55416	31405
1851	55437	31370
1852	55459	31336
1853	55482	31302
1854	55505	31268
1855	55528	31234
1856	55549	31199
1857	55572	31166
1858	55595	31132
1859	55627	31103
1860	55651	31070
1861	55672	31035
1862	55693	31000
1863	55716	30966
1864	55739	30932
1865	55759	30897
1866	55782	30864
1867	55805	30830
1868	55833	30799
1869	55859	30767
1870	55882	30733
1871	55905	30700
1872	55928	30666
1873	55950	30632
1874	55973	30598
1875	55995	30564
1876	56018	30530
1877	56051	30503
1878	56075	30469
1879	56098	30436
1880	56121	30402
1881	56143	30369
1882	56164	30334
1883	56185	30299
1884	56195	30259
1885	56218	30225
1886	56240	30191
1887	56275	30164
1888	56297	30130
1889	56321	30097
1890	56402	30095
1891	56483	30092
1892	56515	30064
1893	56557	30040
1894	56580	30007
1895	56601	29972
1896	56622	29937
1897	56645	29904
1898	56668	29871
1899	56704	29844
1900	56730	29812
1901	56754	29779
1902	56779	29747
1903	56809	29717
1904	56885	29711
1905	56963	29706
1906	57001	29681
1907	57046	29659
1908	57082	29632
1909	57120	29606
1910	57170	29587
1911	57200	29557
1912	57228	29526
1913	57315	29526
1914	57401	29525
1915	57454	29506
1916	57495	29482
1917	57537	29458
1918	57581	29435
1919	57637	29419
1920	57668	29389
1921	57693	29356
1922	57720	29325
1923	57792	29316
1924	57879	29315
1925	57919	29290
1926	57970	29270
1927	57993	29237
1928	58014	29202
1929	58037	29168
1930	58059	29135
1931	58095	29107
1932	58118	29074
1933	58140	29040
1934	58161	29005
1935	58184	28972
1936	58207	28938
1937	58230	28905
1938	58251	28870
1939	58272	28836
1940	58300	28805
1941	58330	28774
1942	58352	28740
1943	58373	28706
1944	58394	28671
1945	58418	28638
1946	58441	28605
1947	58468	28574
1948	58496	28542
1949	58529	28514
1950	58558	28483
1951	58588	28453
1952	58615	28422
1953	58648	28393
1954	58677	28363
1955	58704	28331
1956	58728	28298
1957	58752	28265
1958	58775	28232
1959	58801	28200
1960	58825	28168
1961	58844	28132
1962	58909	28119
1963	58991	28114
1964	59059	28102
1965	59084	28069
1966	59107	28036
1967	59139	28007
1968	59159	27972
1969	59183	27939
1970	59206	27905
1971	59229	27872
1972	59252	27839
1973	59277	27807
1974	59301	27774
1975	59332	27744
1976	59355	27711
1977	59377	27677
1978	59398	27643
1979	59420	27609
1980	59441	27575
1981	59463	27541
1982	59487	27508
1983	59510	27475
1984	59538	27444
1985	59565	27413
1986	59591	27381
1987	59620	27350
1988	59644	27318
1989	59674	27288
1990	59704	27258
1991	59731	27226
1992	59768	27200
1993	59798	27170
1994	59822	27137
1995	59846	27104
1996	59867	27070
1997	59890	27037
1998	59913	27004
1999	59934	26970
2000	59957	26937
2001	59988	26907
2002	60009	26873
2003	60031	26840
2004	60053	26806
2005	60078	26774
2006	60099	26740
2007	60121	26707
2008	60143	26673
2009	60166	26640
2010	60196	26610
2011	60220	26578
2012	60242	26545
2013	60266	26512
2014	60286	26478
2015	60307	26444
2016	60330	26411
2017	60355	26379
2018	60378	26346
2019	60408	26316
2020	60432	26283
2021	60453	26250
2022	60476	26217
2023	60499	26184
2024	60520	26150
2025	60541	26117
2026	60564	26084
2027	60587	26051
2028	60618	26021
2029	60642	25989
2030	60665	25956
2031	60687	25923
2032	60710	25890
2033	60735	25858
2034	60758	25825
2035	60779	25792
2036	60802	25759
2037	60834	25730
2038	60858	25698
2039	60881	25665
2040	60904	25633
2041	60925	25599
2042	60949	25567
2043	60972	25534
2044	60995	25501
2045	61018	25469
2046	61049	25439
2047	61072	25407
2048	61093	25373
2049	61136	25349
2050	61158	25316
2051	61180	25283
2052	61205	25251
2053	61228	25218
2054	61254	25187
2055	61277	25154
2056	61298	25121
2057	61323	25089
2058	61346	25056
2059	61368	25024
2060	61391	24991
2061	61412	24958
2062	61435	24925
2063	61468	24896
2064	61491	24864
2065	61514	24832
2066	61531	24797
2067	61552	24763
2068	61572	24730
2069	61594	24697
2070	61618	24665
2071	61641	24632
2072	61667	24601
2073	61691	24569
2074	61717	24538
2075	61739	24505
2076	61762	24473
2077	61780	24438
2078	61801	24405
2079	61830	24375
2080	61852	24342
2081	61884	24314
2082	61909	24282
2083	61933	24250
2084	61954	24217
2085	61976	24184
2086	61999	24152
2087	62021	24119
2088	62042	24086
2089	62067	24055
2090	62102	24027
2091	62126	23995
2092	62148	23962
2093	62170	23929
2094	62196	23898
2095	62217	23865
2096	62239	23833
2097	62263	23801
2098	62288	23769
2099	62319	23740
2100	62343	23709
2101	62366	23676
2102	62389	23644
2103	62413	23612
2104	62436	23580
2105	62462	23549
2106	62531	23534
2107	62553	23501
2108	62575	23469
2109	62598	23437
2110	62624	23406
2111	62645	23373
2112	62666	23340
2113	62690	23308
2114	62713	23276
2115	62746	23248
2116	62769	23216
2117	62790	23183
2118	62813	23151
2119	62835	23118
2120	62860	23087
2121	62880	23054
2122	62902	23021
2123	62924	22989
2124	62954	22959
2125	62969	22924
2126	62981	22888
2127	63002	22856
2128	63023	22823
2129	63046	22791
2130	63069	22759
2131	63092	22727
2132	63118	22696
2133	63139	22664
2134	63172	22635
2135	63195	22603
2136	63217	22571
2137	63238	22538
2138	63261	22506
2139	63283	22474
2140	63306	22442
2141	63327	22409
2142	63351	22378
2143	63381	22348
2144	63405	22317
2145	63426	22284
2146	63449	22253
2147	63472	22221
2148	63494	22189
2149	63517	22157
2150	63541	22125
2151	63561	22093
2152	63595	22064
2153	63619	22033
2154	63641	22001
2155	63665	21969
2156	63686	21937
2157	63709	21905
2158	63732	21873
2159	63754	21841
2160	63776	21809
2161	63807	21780
2162	63831	21749
2163	63854	21717
2164	63878	21686
2165	63898	21653
2166	63922	21622
2167	63945	21590
2168	63968	21558
2169	63991	21527
2170	64024	21498
2171	64048	21467
2172	64073	21436
2173	64094	21404
2174	64118	21372
2175	64140	21341
2176	64163	21309
2177	64187	21277
2178	64210	21246
2179	64240	21217
2180	64264	21185
2181	64287	21154
2182	64309	21122
2183	64332	21090
2184	64355	21059
2185	64378	21027
2186	64399	20995
2187	64419	20962
2188	64450	20934
2189	64474	20902
2190	64497	20871
2191	64520	20839
2192	64544	20808
2193	64571	20778
2194	64593	20746
2195	64614	20714
2196	64636	20682
2197	64670	20654
2198	64693	20623
2199	64715	20591
2200	64738	20559
2201	64760	20528
2202	64781	20495
2203	64802	20464
2204	64825	20432
2205	64849	20401
2206	64880	20372
2207	64904	20341
2208	64927	20309
2209	64950	20278
2210	64961	20243
2211	64985	20212
2212	65008	20181
2213	65031	20149
2214	65055	20118
2215	65076	20086
2216	65105	20057
2217	65129	20026
2218	65153	19995
2219	65176	19964
2220	65199	19932
2221	65222	19901
2222	65245	19870
2223	65268	19838
2224	65299	19810
2225	65321	19778
2226	65343	19746
2227	65364	19715
2228	65385	19683
2229	65407	19651
2230	65429	19620
2231	65452	19588
2232	65473	19557
2233	65495	19525
2234	65544	19502
2235	65627	19488
2236	65679	19466
2237	65745	19447
2238	65790	19422
2239	65833	19397
2240	65857	19366
2241	65879	19334
2242	65960	19320
2243	66047	19308
2244	66083	19280
2245	66108	19249
2246	66132	19218
2247	66155	19187
2248	66192	19160
2249	66216	19129
2250	66239	19098
2251	66263	19067
2252	66287	19036
2253	66312	19005
2254	66336	18974
2255	66359	18943
2256	66383	18912
2257	66419	18884
2258	66443	18853
2259	66468	18822
2260	66492	18791
2261	66520	18762
2262	66541	18730
2263	66563	18699
2264	66588	18668
2265	66611	18637
2266	66642	18608
2267	66666	18577
2268	66691	18546
2269	66712	18514
2270	66735	18483
2271	66775	18457
2272	66801	18427
2273	66869	18408
2274	66950	18392
2275	67022	18375
2276	67061	18348
2277	67123	18327
2278	67167	18302
2279	67209	18276
2280	67240	18247
2281	67265	18216
2282	67286	18184
2283	67311	18154
2284	67374	18133
2285	67445	18115
2286	67520	18098
2287	67598	18081
2288	67626	18051
2289	67650	18020
2290	67674	17989
2291	67697	17958
2292	67719	17926
2293	67744	17895
2294	67765	17864
2295	67788	17832
2296	67822	17804
2297	67847	17773
2298	67873	17743
2299	67897	17712
2300	67948	17688
2301	68029	17672
2302	68076	17647
2303	68101	17616
2304	68125	17585
2305	68161	17557
2306	68184	17526
2307	68207	17495
2308	68235	17465
2309	68262	17434
2310	68281	17402
2311	68305	17371
2312	68328	17340
2313	68350	17309
2314	68373	17278
2315	68398	17247
2316	68423	17216
2317	68459	17188
2318	68485	17158
2319	68509	17127
2320	68578	17107
2321	68652	17089
2322	68695	17062
2323	68729	17034
2324	68755	17004
2325	68777	16972
2326	68800	16941
2327	68823	16910
2328	68847	16879
2329	68867	16847
2330	68891	16816
2331	68925	16787
2332	68949	16757
2333	68972	16726
2334	68995	16694
2335	69018	16663
2336	69041	16632
2337	69064	16601
2338	69089	16570
2339	69116	16540
2340	69139	16509
2341	69159	16477
2342	69180	16446
2343	69204	16415
2344	69230	16385
2345	69260	16355
2346	69292	16326
2347	69322	16297
2348	69350	16267
2349	69377	16237
2350	69404	16207
2351	69436	16178
2352	69449	16144
2353	69476	16114
2354	69509	16086
2355	69530	16054
2356	69553	16023
2357	69573	15991
2358	69594	15960
2359	69616	15929
2360	69639	15898
2361	69662	15867
2362	69685	15836
2363	69711	15806
2364	69737	15775
2365	69759	15744
2366	69782	15713
2367	69805	15682
2368	69826	15651
2369	69849	15620
2370	69872	15589
2371	69896	15558
2372	69930	15530
2373	69953	15499
2374	69976	15468
2375	69993	15436
2376	70014	15405
2377	70038	15374
2378	70059	15342
2379	70080	15311
2380	70102	15280
2381	70128	15250
2382	70155	15220
2383	70175	15188
2384	70197	15157
2385	70207	15124
2386	70230	15093
2387	70253	15062
2388	70274	15031
2389	70297	15000
2390	70321	14970
2391	70391	14949
2392	70436	14923
2393	70513	14903
2394	70585	14883
2395	70630	14857
2396	70673	14830
2397	70707	14802
2398	70719	14768
2399	70759	14741
2400	70839	14722
2401	70917	14703
2402	70949	14674
2403	70977	14644
2404	70999	14613
2405	71021	14582
2406	71052	14552
2407	71077	14522
2408	71099	14491
2409	71122	14460
2410	71145	14429
2411	71170	14399
2412	71193	14368
2413	71216	14337
2414	71236	14306
2415	71272	14278
2416	71295	14247
2417	71317	14216
2418	71340	14185
2419	71362	14154
2420	71385	14123
2421	71408	14092
2422	71420	14060
2423	71451	14031
2424	71510	14007
2425	71557	13981
2426	71595	13953
2427	71634	13925
2428	71664	13896
2429	71694	13866
2430	71726	13837
2431	71749	13807
2432	71772	13776
2433	71795	13745
2434	71815	13714
2435	71840	13683
2436	71866	13653
2437	71914	13627
2438	71965	13602
2439	71998	13573
2440	72040	13546
2441	72099	13522
2442	72161	13498
2443	72225	13475
2444	72250	13445
2445	72274	13414
2446	72299	13384
2447	72324	13354
2448	72350	13323
2449	72361	13290
2450	72384	13260
2451	72412	13230
2452	72481	13208
2453	72536	13183
2454	72582	13156
2455	72625	13129
2456	72666	13101
2457	72727	13077
2458	72765	13049
2459	72803	13021
2460	72827	12991
2461	72840	12958
2462	72895	12933
2463	72953	12908
2464	72994	12881
2465	73027	12852
2466	73056	12822
2467	73089	12793
2468	73120	12764
2469	73161	12736
2470	73189	12706
2471	73201	12673
2472	73243	12646
2473	73296	12620
2474	73344	12594
2475	73399	12569
2476	73442	12541
2477	73482	12513
2478	73518	12485
2479	73562	12458
2480	73587	12427
2481	73645	12402
2482	73687	12375
2483	73721	12346
2484	73752	12316
2485	73786	12287
2486	73821	12259
2487	73863	12231
2488	73899	12202
2489	73929	12173
2490	73960	12143
2491	73986	12113
2492	74009	12082
2493	74021	12050
2494	74053	12020
2495	74102	11994
2496	74138	11965
2497	74173	11936
2498	74208	11907
2499	74244	11879
2500	74272	11849
2501	74298	11818
2502	74327	11789
2503	74351	11758
2504	74372	11727
2505	74395	11696
2506	74418	11665
2507	74441	11635
2508	74464	11604
2509	74487	11573
2510	74509	11542
2511	74568	11517
2512	74647	11495
2513	74725	11473
2514	74737	11440
2515	74778	11412
2516	74812	11383
2517	74841	11354
2518	74867	11323
2519	74889	11292
2520	74912	11262
2521	74934	11231
2522	74958	11200
2523	74992	11171
2524	75025	11142
2525	75045	11111
2526	75078	11082
2527	75111	11052
2528	75143	11023
2529	75175	10993
2530	75210	10965
2531	75234	10934
2532	75265	10904
2533	75293	10874
2534	75322	10845
2535	75353	10815
2536	75382	10785
2537	75437	10759
2538	75489	10733
2539	75526	10704
2540	75558	10675
2541	75579	10644
2542	75607	10614
2543	75647	10585
2544	75680	10556
2545	75704	10526
2546	75760	10499
2547	75799	10471
2548	75835	10442
2549	75881	10415
2550	75913	10385
2551	75944	10356
2552	75970	10325
2553	76000	10296
2554	76025	10265
2555	76076	10238
2556	76124	10211
2557	76157	10182
2558	76189	10152
2559	76222	10123
2560	76257	10094
2561	76289	10064
2562	76322	10035
2563	76359	10006
2564	76424	9981
2565	76508	9958
2566	76591	9935
2567	76684	9914
2568	76771	9891
2569	76841	9866
2570	76970	9849
2571	77065	9827
2572	77139	9803
2573	77213	9779
2574	77297	9755
2575	77383	9733
2576	77459	9708
2577	77545	9685
2578	77611	9660
2579	77693	9636
2580	77775	9612
2581	77859	9589
2582	77934	9564
2583	78036	9543
2584	78120	9519
2585	78223	9498
2586	78291	9472
2587	78336	9443
2588	78386	9416
2589	78437	9388
2590	78484	9359
2591	78544	9333
2592	78569	9302
2593	78614	9273
2594	78665	9245
2595	78718	9218
2596	78757	9188
2597	78793	9159
2598	78826	9129
2599	78850	9098
2600	78860	9065
2601	78884	9034
2602	78917	9004
2603	78943	8973
2604	79020	8948
2605	79087	8922
2606	79131	8893
2607	79175	8864
2608	79218	8835
2609	79283	8809
2610	79333	8781
2611	79382	8752
2612	79424	8723
2613	79450	8692
2614	79471	8661
2615	79525	8633
2616	79578	8605
2617	79625	8576
2618	79674	8548
2619	79724	8520
2620	79776	8492
2621	79816	8462
2622	79850	8432
2623	79888	8402
2624	79922	8372
2625	79968	8343
2626	80026	8316
2627	80077	8288
2628	80131	8260
2629	80177	8231
2630	80209	8200
2631	80227	8169
2632	80260	8138
2633	80294	8108
2634	80328	8078
2635	80372	8049
2636	80407	8019
2637	80439	7989
2638	80470	7958
2639	80496	7927
2640	80530	7897
2641	80562	7867
2642	80603	7837
2643	80634	7807
2644	80671	7777
2645	80695	7746
2646	80721	7715
2647	80747	7684
2648	80770	7653
2649	80788	7621
2650	80822	7591
2651	80846	7560
2652	80868	7529
2653	80890	7497
2654	80925	7467
2655	80980	7439
2656	81027	7410
2657	81067	7380
2658	81094	7350
2659	81123	7319
2660	81157	7289
2661	81189	7258
2662	81203	7226
2663	81277	7200
2664	81340	7172
2665	81365	7141
2666	81426	7113
2667	81495	7086
2668	81550	7058
2669	81587	7028
2670	81662	7001
2671	81716	6972
2672	81757	6943
2673	81791	6912
2674	81828	6882
2675	81858	6852
2676	81887	6821
2677	81923	6791
2678	81948	6760
2679	81971	6728
2680	81991	6697
2681	82017	6666
2682	82045	6635
2683	82074	6605
2684	82108	6574
2685	82150	6545
2686	82181	6514
2687	82212	6484
2688	82255	6454
2689	82288	6424
2690	82316	6393
2691	82349	6362
2692	82394	6333
2693	82437	6303
2694	82477	6273
2695	82516	6243
2696	82545	6213
2697	82579	6182
2698	82612	6152
2699	82638	6121
2700	82662	6090
2701	82686	6059
2702	82708	6027
2703	82730	5996
2704	82773	5967
2705	82819	5937
2706	82864	5907
2707	82914	5878
2708	82929	5847
2709	82941	5815
2710	82980	5785
2711	83020	5755
2712	83053	5724
2713	83105	5695
2714	83161	5666
2715	83227	5638
2716	83262	5608
2717	83296	5577
2718	83322	5546
2719	83346	5515
2720	83368	5484
2721	83392	5453
2722	83413	5422
2723	83450	5391
2724	83473	5360
2725	83496	5329
2726	83519	5298
2727	83530	5266
2728	83554	5235
2729	83579	5204
2730	83602	5173
2731	83625	5142
2732	83668	5112
2733	83715	5082
2734	83758	5053
2735	83802	5023
2736	83848	4993
2737	83881	4963
2738	83905	4931
2739	83928	4900
2740	83951	4869
2741	83974	4838
2742	83995	4807
2743	84018	4776
2744	84042	4745
2745	84068	4714
2746	84119	4685
2747	84170	4655
2748	84206	4625
2749	84239	4594
2750	84271	4564
2751	84303	4533
2752	84344	4503
2753	84374	4473
2754	84408	4442
2755	84433	4411
2756	84481	4381
2757	84529	4352
2758	84574	4322
2759	84603	4291
2760	84633	4260
2761	84661	4230
2762	84692	4199
2763	84721	4168
2764	84749	4137
2765	84786	4107
2766	84816	4076
2767	84868	4047
2768	84923	4017
2769	84957	3987
2770	84993	3956
2771	85027	3926
2772	85057	3895
2773	85089	3864
2774	85123	3834
2775	85154	3803
2776	85178	3772
2777	85239	3743
2778	85287	3713
2779	85335	3683
2780	85371	3653
2781	85419	3623
2782	85480	3593
2783	85528	3563
2784	85564	3533
2785	85591	3502
2786	85615	3471
2787	85635	3440
2788	85658	3409
2789	85685	3378
2790	85710	3347
2791	85733	3316
2792	85755	3285
2793	85777	3254
2794	85805	3223
2795	85858	3193
2796	85915	3163
2797	85946	3133
2798	85977	3102
2799	86009	3071
2800	86036	3040
2801	86069	3010
2802	86102	2979
2803	86162	2949
2804	86220	2920
2805	86302	2891
2806	86354	2861
2807	86417	2831
2808	86452	2800
2809	86495	2770
2810	86531	2739
2811	86569	2709
2812	86609	2678
2813	86655	2648
2814	86688	2617
2815	86722	2586
2816	86750	2556
2817	86774	2525
2818	86799	2494
2819	86822	2463
2820	86859	2432
2821	86884	2401
2822	86905	2370
2823	86930	2339
2824	86952	2308
2825	86979	2277
2826	86999	2246
2827	87021	2215
2828	87041	2184
2829	87077	2153
2830	87102	2122
2831	87130	2092
2832	87159	2061
2833	87190	2030
2834	87218	1999
2835	87248	1968
2836	87282	1938
2837	87306	1907
2838	87335	1876
2839	87362	1845
2840	87388	1814
2841	87417	1784
2842	87449	1753
2843	87483	1722
2844	87577	1693
2845	87617	1662
2846	87658	1631
2847	87701	1601
2848	87745	1570
2849	87775	1539
2850	87797	1508
2851	87876	1478
2852	87958	1449
2853	87983	1418
2854	88006	1387
2855	88030	1356
2856	88052	1325
2857	88073	1294
2858	88094	1263
2859	88115	1232
2860	88138	1201
2861	88170	1170
2862	88193	1139
2863	88213	1108
2864	88236	1077
2865	88259	1047
2866	88282	1016
2867	88306	985
2868	88330	954
2869	88354	923
2870	88395	892
2871	88428	862
2872	88460	831
2873	88496	800
2874	88536	769
2875	88578	739
2876	88617	708
2877	88649	677
2878	88680	646
2879	88707	616
2880	88732	585
2881	88753	554
2882	88776	523
2883	88802	492
2884	88835	461
2885	88860	431
2886	88910	400
2887	88959	369
2888	89010	338
2889	89059	308
2890	89087	277
2891	89113	246
2892	89134	215
2893	89154	184
2894	89177	154
2895	89199	123
2896	89220	92
2897	89243	61
2898	89275	30
2899	89299	0
