id,fac_1,fac_2,fac_3,fac_4,fac_5,fac_6,fac_7,fac_8,poi_1,poi_2,poi_3,size,price_monthly,room_count,total_call,gender
793,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5888.0,9248.0,4306.0,24.0,2500000.0,10.0,80,campur
794,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2128.0,7933.0,,12.0,1400000.0,12.0,33,putra
795,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4994.0,7184.0,4369.0,9.0,500000.0,15.0,56,putri
796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1907.0,10931.0,4037.0,9.0,450000.0,4.0,30,putri
797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,9529.0,12694.0,13.5,550000.0,9.0,2,putra
798,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1104.0,10547.0,1269.0,7.5,400000.0,8.0,37,putra
799,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6991.0,16780.0,7640.0,12.0,700000.0,12.0,3,putra
800,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,1409.0,10013.0,3738.0,12.0,700000.0,7.0,21,putri
801,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6049.0,15243.0,4445.0,20.0,417000.0,11.0,186,putri
802,1.0,1.0,1.0,1.0,,,0.0,0.0,9404.0,999.0,10030.0,,1550000.0,14.0,14,putra
803,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2620.0,8785.0,2067.0,12.0,1000000.0,6.0,66,putri
804,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5573.0,6850.0,4958.0,17.5,1350000.0,10.0,41,putri
805,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3378.0,9521.0,1864.0,25.0,3200000.0,1.0,34,campur
806,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1489.0,8566.0,3146.0,12.0,1300000.0,10.0,17,putri
807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.0,8566.0,3146.0,9.0,2750000.0,8.0,3,putra
808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5241.0,,5629.0,9.0,400000.0,14.0,57,putra
809,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3037.0,7377.0,3471.0,16.0,850000.0,10.0,178,putri
810,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1489.0,8566.0,3146.0,9.0,900000.0,2.0,35,putri
811,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,4809.0,6259.0,4762.0,16.0,550000.0,4.0,109,putri
812,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1776.0,9536.0,1346.0,9.0,550000.0,10.0,24,putra
813,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3229.0,8320.0,2641.0,9.0,416666.0,7.0,25,putra
814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4018.0,7678.0,6116.0,9.0,3000000.0,3.0,2,campur
815,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2935.0,7197.0,4456.0,14.0,1500000.0,8.0,27,putri
816,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2623.0,8783.0,2069.0,12.0,2000000.0,8.0,9,putri
817,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3224.0,6860.0,4592.0,12.0,,3.0,63,putri
818,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,8512.0,1547.0,9288.0,12.0,950000.0,25.0,104,putri
819,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3760.0,12034.0,1511.0,9.0,700000.0,7.0,13,putri
820,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2887.0,9344.0,5209.0,10.5,,9.0,109,putri
821,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2014.0,8382.0,2584.0,14.0,1500000.0,10.0,43,putri
822,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2014.0,8382.0,2584.0,16.0,1650000.0,5.0,23,putri
823,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,8136.0,1923.0,9013.0,12.0,500000.0,13.0,29,putri
824,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7889.0,17390.0,8800.0,12.0,600000.0,20.0,29,putra
825,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,9014.0,1535.0,9562.0,12.0,850000.0,38.0,116,putri
826,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,3340.0,6999.0,5015.0,12.25,400000.0,14.0,14,putri
827,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1805.0,9254.0,4095.0,12.0,1500000.0,9.0,32,putri
828,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,2401.0,7820.0,3174.0,12.0,2000000.0,10.0,21,campur
829,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6508.0,10106.0,4681.0,20.0,1500000.0,20.0,20,putra
830,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5131.0,14886.0,6018.0,10.5,300000.0,5.0,82,putri
831,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1757.0,8311.0,3395.0,18.0,1250000.0,7.0,19,putri
832,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,760.0,10783.0,2486.0,6.0,550000.0,9.0,32,putri
833,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11354.0,1306.0,12111.0,9.0,370000.0,18.0,5,putra
834,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,2708.0,7756.0,4595.0,12.0,1250000.0,18.0,90,putra
835,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,2540.0,7507.0,3810.0,13.5,1500000.0,17.0,14,putri
836,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2636.0,7741.0,3145.0,16.0,2000000.0,22.0,87,putri
837,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4423.0,5677.0,5660.0,12.0,1500000.0,16.0,17,putri
838,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4613.0,14141.0,,18.0,2250000.0,20.0,39,putri
839,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,9600.0,494.0,10433.0,12.0,1100000.0,9.0,38,putri
840,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,4276.0,7639.0,3643.0,12.0,625000.0,11.0,56,putra
841,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,2355.0,8571.0,2259.0,12.0,800000.0,10.0,70,putri
842,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2355.0,8571.0,2259.0,12.0,900000.0,9.0,27,campur
843,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2355.0,8571.0,2259.0,12.0,1200000.0,2.0,4,campur
844,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3231.0,6826.0,4503.0,9.0,450000.0,4.0,4,putra
845,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1361.0,8871.0,2384.0,18.0,1700000.0,16.0,52,putra
846,0.0,0.0,0.0,0.0,,0.0,0.0,,37518.0,45192.0,38796.0,9.0,500000.0,4.0,20,campur
847,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2416.0,10798.0,4642.0,9.0,450000.0,4.0,24,putri
848,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,879.0,10821.0,1854.0,14.0,400000.0,5.0,229,putri
849,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9489.0,1887.0,10652.0,12.0,290000.0,2.0,13,putri
850,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6952.0,8344.0,5662.0,9.0,400000.0,7.0,6,putra
851,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,4188.0,5979.0,4893.0,12.0,1500000.0,3.0,142,putri
852,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5901.0,6752.0,7909.0,15.0,500000.0,6.0,23,putri
853,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4164.0,13425.0,2598.0,12.0,2500000.0,25.0,18,putri
854,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3972.0,9188.0,2538.0,12.0,2250000.0,55.0,64,campur
855,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6533.0,10457.0,4613.0,12.0,650000.0,8.0,49,putri
856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6816.0,16049.0,8030.0,15.0,334000.0,8.0,11,putri
857,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,9777.0,841.0,10390.0,11.25,900000.0,21.0,18,putri
858,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2366.0,12230.0,3654.0,20.0,1500000.0,30.0,100,putri
859,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9802.0,286.0,10616.0,25.0,1500000.0,16.0,2,putri
860,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10053.0,682.0,10686.0,7.5,350000.0,14.0,15,putri
861,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4745.0,14483.0,3764.0,12.0,600000.0,16.0,79,putra
862,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4680.0,8448.0,3507.0,16.0,1300000.0,16.0,37,putri
863,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1183.0,9045.0,2291.0,9.0,375000.0,45.0,92,putri
864,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,742.0,9306.0,2639.0,12.0,500000.0,2.0,23,campur
865,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,28168.0,38081.0,27292.0,9.0,350000.0,4.0,7,putri
866,0.0,1.0,0.0,1.0,1.0,,0.0,1.0,3339.0,8294.0,2706.0,9.0,800000.0,1.0,106,campur
867,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3987.0,12298.0,1771.0,20.0,1300000.0,1.0,34,putra
868,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5327.0,12955.0,3027.0,12.9,500000.0,5.0,15,putra
869,0.0,0.0,,0.0,,1.0,0.0,1.0,8070.0,17140.0,9295.0,12.95,450000.0,3.0,10,putra
870,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5759.0,15705.0,5146.0,9.0,600000.0,24.0,42,putri
871,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1148.0,8955.0,3079.0,9.0,650000.0,8.0,14,putri
872,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,588.0,10163.0,1751.0,9.0,600000.0,8.0,89,putri
873,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,8344.0,17952.0,9119.0,9.0,1350000.0,11.0,24,putri
874,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7601.0,17519.0,7983.0,12.0,500000.0,,82,campur
875,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6240.0,3873.0,6967.0,16.0,500000.0,10.0,24,putra
876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9784.0,7938.0,11873.0,,600000.0,6.0,27,campur
877,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2778.0,8602.0,2265.0,7.5,550000.0,12.0,153,putri
878,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1483.0,10740.0,924.0,17.5,3000000.0,,19,campur
879,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3499.0,12419.0,1607.0,12.0,700000.0,5.0,49,putra
880,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9248.0,800.0,10037.0,12.0,700000.0,28.0,8,putri
881,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3944.0,6172.0,4754.0,14.0,900000.0,36.0,93,putri
882,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8261.0,1817.0,9011.0,10.5,600000.0,8.0,8,putri
883,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4081.0,6108.0,4759.0,18.0,2000000.0,14.0,31,campur
884,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5154.0,13809.0,6873.0,9.0,,9.0,99,putra
885,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,1567.0,8605.0,3474.0,12.0,1500000.0,9.0,17,putri
886,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2902.0,7554.0,3293.0,9.0,475000.0,3.0,1,putri
887,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2933.0,7652.0,3179.0,20.0,1900000.0,1.0,7,putri
888,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2743.0,7860.0,2975.0,9.0,1100000.0,18.0,83,putri
889,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5337.0,13980.0,3358.0,12.0,1300000.0,10.0,52,putra
890,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1839.0,8422.0,3769.0,10.5,700000.0,20.0,39,putri
891,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1941.0,9509.0,1334.0,42.0,3000000.0,2.0,4,campur
892,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5483.0,14174.0,7147.0,15.0,600000.0,2.0,33,putri
893,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2380.0,9669.0,4716.0,9.0,500000.0,60.0,70,campur
894,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5196.0,14565.0,3738.0,9.0,1417000.0,4.0,4,campur
895,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,9903.0,963.0,10479.0,10.2,600000.0,10.0,24,putri
896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4979.0,14859.0,5683.0,12.0,350000.0,8.0,112,putri
897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8642.0,18287.0,9361.0,9.0,500000.0,5.0,7,putri
898,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5898.0,5519.0,5792.0,16.0,1600000.0,2.0,9,putri
899,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1155.0,9043.0,2332.0,10.5,700000.0,16.0,44,putri
900,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,6265.0,10284.0,4375.0,13.5,750000.0,3.0,44,putra
901,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2878.0,8874.0,2061.0,12.0,2000000.0,28.0,91,campur
902,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,7181.0,16707.0,,12.0,600000.0,30.0,32,putri
903,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4645.0,13409.0,2699.0,21.0,2500000.0,10.0,50,campur
904,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2099.0,11382.0,4050.0,16.0,350000.0,10.0,174,putra
905,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4088.0,8111.0,3244.0,20.0,1700000.0,9.0,116,campur
906,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3293.0,12170.0,1356.0,16.0,2000000.0,8.0,16,putra
907,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3214.0,7290.0,5027.0,9.0,700000.0,4.0,44,putra
908,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,9185.0,1912.0,12.0,2250000.0,45.0,88,campur
909,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,4329.0,7671.0,3658.0,12.0,1850000.0,23.0,252,campur
910,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3353.0,8467.0,2584.0,12.0,2000000.0,32.0,121,campur
911,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1881.0,8644.0,2306.0,12.0,2250000.0,36.0,93,campur
912,,1.0,0.0,1.0,,0.0,0.0,1.0,9065.0,19100.0,8651.0,16.0,750000.0,8.0,25,putri
913,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,4296.0,7143.0,3955.0,12.0,1500000.0,7.0,230,campur
914,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3575.0,8672.0,2564.0,12.0,1850000.0,24.0,68,campur
915,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11733.0,1691.0,12508.0,12.0,675000.0,9.0,72,putri
916,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9845.0,1865.0,10221.0,16.0,1500000.0,10.0,3,putri
917,0.0,1.0,,1.0,1.0,0.0,0.0,1.0,5822.0,15871.0,5734.0,12.0,750000.0,16.0,63,putri
918,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3316.0,6734.0,4531.0,9.0,500000.0,14.0,7,putri
919,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1392.0,9682.0,3725.0,12.0,1500000.0,4.0,36,putri
920,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6202.0,3846.0,7098.0,9.0,300000.0,18.0,70,putra
921,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,710.0,10387.0,2917.0,9.0,900000.0,9.0,53,putri
922,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5374.0,10126.0,3485.0,,650000.0,12.0,51,putri
923,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,1393.0,8754.0,3317.0,9.0,850000.0,6.0,75,putra
924,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6287.0,15756.0,7360.0,12.0,525000.0,6.0,5,putri
925,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6273.0,14884.0,7894.0,12.0,1000000.0,10.0,46,putri
926,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3608.0,13163.0,2421.0,6.25,725000.0,7.0,69,putri
927,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8132.0,17956.0,8649.0,7.5,350000.0,13.0,40,putri
928,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3093.0,7738.0,3094.0,9.0,1200000.0,8.0,35,putri
929,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,9067.0,1594.0,9586.0,12.0,850000.0,12.0,8,putri
930,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7132.0,3694.0,8505.0,16.0,1650000.0,1.0,12,campur
931,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7135.0,3696.0,8508.0,20.0,1850000.0,2.0,13,campur
932,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,7132.0,3698.0,8506.0,35.0,1350000.0,1.0,7,campur
933,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,7136.0,3699.0,8511.0,9.0,950000.0,1.0,24,campur
934,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7379.0,17174.0,7989.0,12.0,500000.0,9.0,1,putra
935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6927.0,7588.0,5878.0,9.0,300000.0,4.0,16,putra
936,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3442.0,7780.0,3138.0,9.0,850000.0,19.0,5,putri
937,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3570.0,7632.0,3297.0,12.0,1200000.0,5.0,4,campur
938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5351.0,9159.0,3808.0,9.0,500000.0,11.0,19,putra
939,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,7994.0,17380.0,8999.0,12.0,1000000.0,12.0,27,putri
940,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,14443.0,24471.0,13900.0,9.0,350000.0,13.0,101,putri
941,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4520.0,5714.0,5123.0,12.0,700000.0,8.0,80,putri
942,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5357.0,15063.0,6281.0,12.0,1600000.0,3.0,117,campur
943,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2478.0,12422.0,3562.0,9.0,700000.0,8.0,3,putri
944,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2478.0,12422.0,3562.0,9.0,850000.0,6.0,21,putri
945,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2478.0,12422.0,3562.0,9.0,500000.0,15.0,18,putri
946,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8986.0,19015.0,8537.0,9.0,500000.0,17.0,14,putri
947,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1670.0,8439.0,2851.0,9.0,750000.0,2.0,4,putri
948,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3449.0,7785.0,3137.0,9.0,850000.0,14.0,9,putri
949,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2478.0,12422.0,3562.0,9.0,500000.0,7.0,79,putri
950,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2549.0,12525.0,2501.0,25.0,1500000.0,5.0,6,putri
951,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2549.0,12525.0,2501.0,24.0,850000.0,9.0,51,putri
952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4121.0,9511.0,2495.0,7.5,500000.0,6.0,16,putra
953,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,2604.0,7911.0,4544.0,28.0,2000000.0,10.0,28,campur
954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9600.0,494.0,10433.0,9.0,550000.0,13.0,2,putri
955,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6049.0,9028.0,4541.0,16.0,2000000.0,18.0,46,campur
956,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1489.0,8566.0,3146.0,20.0,750000.0,8.0,96,putri
957,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2649.0,8168.0,4723.0,9.0,1100000.0,15.0,280,campur
958,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,2902.0,7325.0,3602.0,7.5,550000.0,15.0,165,putra
959,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2196.0,9955.0,875.0,9.0,1100000.0,3.0,7,putra
960,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5882.0,6739.0,7886.0,15.0,,3.0,7,putri
961,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1281.0,9249.0,1911.0,12.0,700000.0,32.0,89,putri
962,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2245.0,8482.0,,12.0,1500000.0,3.0,13,putri
963,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6014.0,9363.0,4394.0,9.0,500000.0,10.0,26,putri
964,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15197.0,18864.0,17438.0,12.0,350000.0,28.0,3,putri
965,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,5416.0,12519.0,3079.0,15.0,800000.0,10.0,27,putri
966,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2853.0,9954.0,1165.0,16.0,700000.0,14.0,109,putra
967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3798.0,11838.0,1490.0,9.0,450000.0,6.0,13,putri
968,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,9042.0,1577.0,9572.0,12.0,710000.0,19.0,16,putri
969,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,13889.0,3246.0,16.0,2250000.0,2.0,64,campur
970,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5975.0,14534.0,3984.0,10.0,790000.0,9.0,58,campur
971,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1815.0,8877.0,4005.0,9.0,1300000.0,7.0,115,campur
972,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6988.0,7676.0,5908.0,16.0,750000.0,14.0,6,putri
973,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,5603.0,14678.0,7046.0,9.0,450000.0,15.0,3,putri
974,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3857.0,7801.0,3303.0,9.0,800000.0,21.0,12,putri
975,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1489.0,8566.0,3146.0,9.0,1300000.0,34.0,225,campur
976,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1489.0,8566.0,3146.0,12.0,1600000.0,34.0,34,campur
977,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1489.0,8566.0,3146.0,20.0,2000000.0,34.0,5,campur
978,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6796.0,8358.0,9015.0,48.0,750000.0,4.0,39,campur
979,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1913.0,10112.0,750.0,9.0,600000.0,11.0,32,putra
980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3552.0,9590.0,5886.0,16.0,500000.0,3.0,23,putri
981,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,3288.0,8763.0,2335.0,15.75,1600000.0,3.0,34,putra
982,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1384.0,10538.0,960.0,9.0,1800000.0,4.0,23,putra
983,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4290.0,11478.0,1972.0,16.0,750000.0,13.0,17,putri
984,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,3215.0,12435.0,4935.0,9.0,550000.0,10.0,100,campur
985,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2652.0,12074.0,1402.0,12.0,1500000.0,8.0,29,putri
986,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,10372.0,6357.0,7.5,450000.0,4.0,11,putra
987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5557.0,14803.0,6889.0,16.0,400000.0,8.0,9,putri
988,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,5566.0,14810.0,6899.0,16.0,500000.0,8.0,23,putri
989,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,5596.0,14816.0,6942.0,12.0,500000.0,4.0,15,putra
990,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2063.0,8786.0,4259.0,9.0,500000.0,14.0,87,putra
991,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6688.0,7501.0,8815.0,12.0,700000.0,8.0,15,putri
992,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6305.0,8196.0,5077.0,15.0,700000.0,1.0,24,putra
993,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4356.0,9508.0,2712.0,12.0,2000000.0,10.0,28,campur
994,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5019.0,5773.0,5165.0,14.0,900000.0,2.0,72,campur
995,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4495.0,5739.0,5099.0,12.0,700000.0,8.0,51,putri
996,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1935.0,8123.0,3230.0,9.0,500000.0,5.0,39,putri
997,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3430.0,6620.0,4522.0,12.0,1700000.0,1.0,62,campur
998,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3430.0,6620.0,4522.0,12.0,1600000.0,4.0,75,campur
999,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3430.0,6620.0,4522.0,19.8,1800000.0,5.0,57,campur
1000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6097.0,15759.0,6993.0,12.0,450000.0,4.0,114,putri
1001,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3591.0,10364.0,1558.0,12.0,650000.0,4.0,62,putri
